"","V1.x","Team","STR","PRE","PE","NFP","Year","V1.y","id","name","position","conference.x","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","V1","conference.y","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.stuffRate","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints","F_Rank","F_Plus","FEI","FEI_Rank","SP","SP_Rank","WP","FPI","FPI_Rank","Talent","Talent_rank","Difference_FPI","Difference_SP"
"256",255,"SMU",-0.97,-0.27,0.09,-5.4,2016,169,3916208,"Ben Hicks","QB","American Athletic",464,0.211,0.205,0.339,219,"American Athletic",0.118373028498044,112.217631016145,0.394514767932489,1.2136397343888,3.04494382022472,69.6,1.456,0.169832745775008,155.396962384132,0.444808743169399,1.23968286906024,0.176595744680851,3.54444444444444,64.6,-1.844,95,-0.75,-0.28,87,-10.8,104,0.417,-6,92,474.03,75,-17,-29
"257",256,"Buffalo",-1.01,-0.02,-0.08,-3,2016,134,3916564,"Tyree Jackson","QB","Mid-American",407,0.098,0.069,0.2,144,"Mid-American",0.0824728943806318,68.2050836527825,0.384522370012092,1.18770174740386,2.43283582089552,69.3,1.46,0.188090760200556,167.776958098896,0.463004484304933,1.10870194072952,0.175347222222222,3.37634408602151,66.3,-1.708,126,-1.75,-1.01,127,-18.8,124,0.167,-19.7,127,343.64,116,-11,-8
"258",257,"Kansas State",1.19,0.05,0.23,6.2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,"Big 12",0.201340504949439,161.877765979349,0.430348258706468,1.2016276681314,3.88888888888889,63.4,1.902,0.210569253246566,201.72534461021,0.439457202505219,1.22488622786962,0.201005025125628,3.38961038961039,68.9,-1.49,31,0.66,0.32,34,10.9,29,0.615,8.9,29,522.54,68,39,39
"259",258,"TCU",0.99,-0.03,0.19,2,2017,356,549865,"Kenny Hill","QB","Big 12",497,0.348,0.365,0.262,355,"Big 12",0.21381487298302,206.75898217458,0.459152016546019,1.20582431276584,3.63725490196078,68.3,1.572,0.0481645211253753,44.6003465620975,0.331533477321814,1.39176264681002,0.257403189066059,2.27272727272727,72.3,-1.257,12,1.3,0.71,13,18.9,16,0.786,16.8,12,671.11,32,20,16
"260",259,"Western Michigan",0.81,-0.12,0.31,5.3,2017,344,3916726,"Jon Wassink","QB","Mid-American",231,0.316,0.302,0.413,383,"Mid-American",0.157299925367391,135.435235741324,0.447154471544715,1.14414764458746,3.24390243902439,62.8,1.961,0.17898468478271,142.65079377182,0.397741530740276,1.31277688852957,0.233734939759036,3.72307692307692,67.7,-1.612,82,-0.32,-0.23,83,-2.4,78,0.5,-4.1,80,417.08,92,12,14
"261",260,"Virginia Tech",0.81,0.04,0.19,8.3,2017,306,4037603,"Josh Jackson","QB","ACC",514,0.235,0.238,0.226,378,"ACC",0.128927496078196,129.443206062509,0.437250996015936,1.10520438457454,3.12244897959184,64.9,1.778,0.0293179693844501,24.0993708340179,0.332116788321168,1.3931582040104,0.274418604651163,2.08064516129032,71.8,-1.273,22,1.02,0.58,16,14.3,21,0.692,13.4,18,662.01,33,15,12
"262",261,"Marshall",0.75,-0.15,0.25,1.5,2017,336,3931782,"Chase Litton","QB","Conference USA",470,0.3,0.304,0.224,311,"Conference USA",0.149126270631471,133.766264756429,0.399108138238573,1.31997912210998,3.15294117647059,68.4,1.549,0.0734890154349361,66.4340699531823,0.379424778761062,1.24880944274737,0.241299303944316,3.13333333333333,71.1,-1.31,83,-0.33,-0.15,76,-4.5,85,0.615,-4.5,82,485.85,75,-7,-10
"263",262,"Florida Atlantic",0.72,-0.05,0.26,3,2017,358,3122713,"Jason Driskel","QB","Conference USA",363,0.355,0.348,0.383,287,"Conference USA",0.322099958790058,337.882856770771,0.472831267874166,1.31217464702859,4.64948453608247,67.2,1.642,0.138662756197378,148.091823618799,0.411048689138577,1.19578784365831,0.152963671128107,3.42857142857143,69.3,-1.415,44,0.46,0.34,33,5.1,50,0.786,2.2,52,496.79,73,21,23
"264",263,"Colorado",0.66,0.13,0.17,1.6,2017,330,3915436,"Steven Montez","QB","Pac-12",507,0.286,0.284,0.295,280,"Pac-12",0.14742453883158,135.925424802717,0.440347071583514,1.17580063185553,3.2625,69.3,1.455,0.214343628845566,191.837547816782,0.456983240223464,1.20572091408428,0.14410480349345,3.3625,71.9,-1.272,72,-0.08,-0.15,75,2,64,0.417,-0.5,67,576.03,51,-16,-13
"265",264,"Stanford",0.65,0.05,0.15,9.7,2017,384,4044431,"K.J. Costello","QB","Pac-12",238,0.469,0.462,0.54,353,"Pac-12",0.249229262842965,214.835624570636,0.415313225058005,1.41765011374673,4.29411764705882,64.8,1.769,0.18792547952173,178.529205545643,0.448421052631579,1.16266877707435,0.165631469979296,3.53658536585366,72.1,-1.242,20,1.06,0.56,17,15.8,20,0.643,15.8,13,810.31,14,1,-6
"266",265,"Kentucky",0.65,-0.08,0.21,2.2,2017,327,557882,"Stephen Johnson","QB","SEC",416,0.272,0.196,0.613,304,"SEC",0.173656821403914,143.614191301037,0.430471584038694,1.25641809502996,3.50684931506849,67.3,1.597,0.225009551097396,202.733605538754,0.475027746947836,1.13848963568435,0.162844036697248,3.29213483146067,67.3,-1.618,62,0.06,-0.01,65,2.7,61,0.538,1.4,58,671.45,31,-27,-30
"267",266,"UCF",0.64,-0.04,0.16,5.8,2017,388,4042113,"McKenzie Milton","QB","American Athletic",494,0.578,0.569,0.614,367,"American Athletic",0.353952175430091,328.467618799124,0.485991379310345,1.40864224493679,4.09259259259259,64.9,1.822,0.134120471098839,129.560375081479,0.385093167701863,1.42202781575264,0.2,3,70.7,-1.398,14,1.22,0.82,11,14.1,22,1,13.8,15,571.52,55,40,33
"268",267,"San Diego State",0.63,0,-0.14,2.6,2017,318,3139921,"Christian Chapman","QB","Mountain West",321,0.254,0.267,0.17,346,"Mountain West",0.239145593068174,203.03460851488,0.434628975265018,1.318475242608,3.425,68.3,1.542,0.0844391346547311,68.480138204987,0.401972872996301,1.10834357475011,0.158836689038031,3.265625,70.5,-1.378,51,0.29,0.16,49,4.5,54,0.769,2.6,51,475.68,77,26,23
"269",268,"Memphis",0.54,-0.09,0.13,2.5,2017,381,546539,"Riley Ferguson","QB","American Athletic",525,0.457,0.451,0.549,313,"American Athletic",0.343568817138018,325.016101012565,0.456659619450317,1.50669983517005,4.22448979591837,68.3,1.537,0.199440502852439,209.013646989356,0.431297709923664,1.33727197481542,0.2015065913371,3.67021276595745,69.9,-1.44,30,0.67,0.47,25,7.8,42,0.769,8.9,30,507.97,70,40,28
"270",269,"Iowa",0.52,-0.13,0.03,-1.3,2017,329,4036149,"Nathan Stanley","QB","Big Ten",385,0.278,0.289,0.119,299,"Big Ten",0.145462690659227,120.297645175181,0.39540507859734,1.20067576898144,3.69135802469136,69.4,1.482,0.0345522836594253,32.0299669522872,0.416396979503776,1.0630005413866,0.188235294117647,2.23255813953488,68.2,-1.533,23,0.92,0.67,14,9.8,35,0.615,11.6,23,593.93,49,26,14
"271",270,"Toledo",0.5,0.15,0.06,4.4,2017,377,545910,"Logan Woodside","QB","Mid-American",458,0.43,0.436,0.325,362,"Mid-American",0.275018030418165,274.467994357329,0.460921843687375,1.28538604972882,3.76851851851852,63.6,1.889,0.167775110098147,161.567431024516,0.418483904465213,1.23020586013645,0.191836734693878,3.44318181818182,69.9,-1.412,52,0.27,0.05,58,6.6,45,0.786,1.2,59,419.26,88,29,43
"272",271,"Penn State",0.48,-0.05,0.2,6.9,2017,352,3116172,"Trace McSorley","QB","Big Ten",595,0.333,0.355,0.252,341,"Big Ten",0.270198815826858,255.878278588034,0.478352692713833,1.3227584200208,4.00990099009901,63.5,1.907,0.0634977887180405,60.0689081272663,0.36046511627907,1.22010584708806,0.22877358490566,2.44594594594595,71,-1.344,4,1.96,1.16,4,26,6,0.846,25,4,779.49,19,15,13
"273",272,"Arkansas State",0.47,0.06,0.25,7.4,2017,332,3116379,"Justice Hansen","QB","Sun Belt",616,0.29,0.274,0.376,264,"Sun Belt",0.174122571913817,171.684855907023,0.463488843813387,1.18473269429248,3.22222222222222,63.4,1.903,0.0625104643713627,53.5089575018864,0.370327102803738,1.30361757261747,0.24,2.94366197183099,69.5,-1.492,73,-0.12,-0.17,79,1.5,66,0.583,-3.7,78,438.41,80,2,14
"274",273,"Temple",0.43,-0.1,0.11,-2,2017,292,3914214,"Logan Marchi","QB","American Athletic",269,0.186,0.198,-0.012,356,"American Athletic",0.143342358595738,132.735024059653,0.40280777537797,1.26127106854423,3.16483516483516,67.8,1.578,0.148097644288234,138.175102120922,0.407288317256163,1.25783868187181,0.212550607287449,3.41111111111111,67.5,-1.589,71,-0.07,-0.07,69,0.5,71,0.538,-3.9,79,476.24,76,-3,5
"275",273,"Temple",0.43,-0.1,0.11,-2,2017,372,3138735,"Frank Nutile","QB","American Athletic",232,0.41,0.442,0.155,356,"American Athletic",0.143342358595738,132.735024059653,0.40280777537797,1.26127106854423,3.16483516483516,67.8,1.578,0.148097644288234,138.175102120922,0.407288317256163,1.25783868187181,0.212550607287449,3.41111111111111,67.5,-1.589,71,-0.07,-0.07,69,0.5,71,0.538,-3.9,79,476.24,76,-3,5
"276",274,"Washington",0.4,0.22,0.14,6.2,2017,363,3886812,"Jake Browning","QB","Pac-12",389,0.369,0.373,0.336,380,"Pac-12",0.271804213856077,225.325693286688,0.48854041013269,1.16112582159605,4.25842696629214,65.7,1.731,0.0438357281454155,38.400097855384,0.392694063926941,1.09723210901689,0.183574879227053,2.81967213114754,71.2,-1.337,9,1.59,0.9,10,22.1,10,0.769,21.7,8,706.52,24,16,14
"277",275,"Wyoming",0.39,-0.16,0.12,4.6,2017,323,3918298,"Josh Allen","QB","Mountain West",360,0.264,0.22,0.455,386,"Mountain West",0.0478455527675038,38.4199788723055,0.37359900373599,1.15350983761113,3.49275362318841,66.1,1.664,0.0444388315369161,41.4614298239427,0.393354769560557,1.11173373968388,0.185053380782918,2.73972602739726,70.2,-1.422,79,-0.25,-0.15,77,-2.5,79,0.615,-3.4,77,337.23,117,40,38
"278",276,"Wisconsin",0.39,-0.08,0.09,1.1,2017,373,3886609,"Alex Hornibrook","QB","Big Ten",347,0.418,0.441,-0.55,385,"Big Ten",0.221462445327978,212.603947514859,0.459375,1.17830349173569,3.89795918367347,64.4,1.815,-0.0381479760552552,-32.1205958385249,0.339667458432304,1.15226278117112,0.18925831202046,1.89705882352941,71.3,-1.311,6,1.9,1.06,7,26.8,3,0.929,21.7,7,639.76,37,30,34
"279",277,"Texas A&M",0.39,-0.09,0.15,1,2017,279,4240904,"Kellen Mond","QB","SEC",314,0.143,0.104,0.281,359,"SEC",0.162727557112551,157.032092613612,0.395854922279793,1.29766692661613,3.78048780487805,68.4,1.539,0.15638300565034,147.781940339571,0.402116402116402,1.28071285116259,0.213692946058091,3.66666666666667,67.3,-1.598,41,0.51,0.22,43,9.4,36,0.538,5.9,40,807.14,15,-25,-21
"280",277,"Texas A&M",0.39,-0.09,0.15,1,2017,375,4035225,"Nick Starkel","QB","SEC",217,0.421,0.431,-0.115,359,"SEC",0.162727557112551,157.032092613612,0.395854922279793,1.29766692661613,3.78048780487805,68.4,1.539,0.15638300565034,147.781940339571,0.402116402116402,1.28071285116259,0.213692946058091,3.66666666666667,67.3,-1.598,41,0.51,0.22,43,9.4,36,0.538,5.9,40,807.14,15,-25,-21
"281",278,"Utah",0.38,-0.11,0.29,-2.1,2017,314,4035671,"Tyler Huntley","QB","Pac-12",473,0.25,0.265,0.215,372,"Pac-12",0.184660182784298,179.305037483553,0.468589083419156,1.06861532022842,3.72826086956522,69.2,1.442,0.10849477308405,95.8008846332158,0.399773499433749,1.18432788195024,0.207594936708861,3.14634146341463,68,-1.516,32,0.6,0.2,46,12,25,0.538,6.3,38,630.95,39,1,14
"282",279,"Michigan",0.38,-0.06,-0.01,4.7,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,"Big Ten",0.0912316424807208,80.7400035954379,0.383050847457627,1.25465069291708,3.10526315789474,66.3,1.663,-0.00582708169053343,-4.57425912706875,0.319745222929936,1.31829793808329,0.2997542997543,2.7910447761194,70.9,-1.35,17,1.15,0.5,23,19.6,13,0.615,11.2,24,874.89,7,-17,-6
"283",280,"Georgia",0.38,-0.13,0.18,4.1,2017,383,4240689,"Jake Fromm","QB","SEC",342,0.465,0.457,0.537,291,"SEC",0.286541170790025,284.248841423705,0.459677419354839,1.30068818255149,4,67.7,1.575,0.0520412692504092,49.59532959564,0.367261280167891,1.12689904634237,0.168443496801706,3,71.2,-1.303,3,2.09,1.28,2,26.7,4,0.867,25.1,3,930.34,4,1,0
"284",281,"Old Dominion",0.34,-0.19,0.02,-4.7,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,"Conference USA",0.0554824860561218,45.551121052076,0.356881851400731,1.18425052525025,2.90909090909091,68.6,1.506,0.198043244986025,176.060444792576,0.437570303712036,1.24374709584204,0.196392785571142,3.91666666666667,65.7,-1.763,122,-1.36,-0.81,120,-16.8,120,0.417,-18.2,123,371.53,110,-13,-10
"285",282,"Mississippi State",0.34,-0.01,0.19,1.1,2017,320,558337,"Nick Fitzgerald","QB","SEC",400,0.259,0.136,0.503,320,"SEC",0.160282381961247,159.641252433402,0.460843373493976,1.05979521735076,3.64948453608247,67.6,1.585,0.0335275698765619,25.5815358158168,0.36435124508519,1.24040843533471,0.211822660098522,2.53333333333333,69.3,-1.465,19,1.11,0.62,15,16,19,0.692,13.3,19,698,25,6,6
"286",283,"Boise State",0.34,0.01,0.15,3.4,2017,361,3722362,"Brett Rypien","QB","Mountain West",384,0.366,0.374,0.181,269,"Mountain West",0.143973798537064,143.541877141453,0.439317953861585,1.13336385442881,3.32380952380952,65.9,1.72,0.103181813685398,99.6736320200945,0.408902691511387,1.18772656876182,0.187772925764192,3.5,70.8,-1.345,36,0.56,0.29,35,9.1,38,0.786,5.7,41,524.12,67,26,29
"287",284,"Utah State",0.33,0.02,0.12,3.4,2017,274,3125353,"Kent Myers","QB","Mountain West",277,0.13,0.036,0.471,373,"Mountain West",0.105798446983407,97.8635634596514,0.401081081081081,1.23203928626039,3.52,67.1,1.633,0.098355890015839,98.7493135759023,0.398406374501992,1.14336545013661,0.167796610169492,3.10975609756098,70.8,-1.369,85,-0.37,-0.25,85,-3.3,83,0.462,-5.7,85,385.01,105,20,22
"288",284,"Utah State",0.33,0.02,0.12,3.4,2017,293,4036378,"Jordan Love","QB","Mountain West",273,0.192,0.162,0.382,373,"Mountain West",0.105798446983407,97.8635634596514,0.401081081081081,1.23203928626039,3.52,67.1,1.633,0.098355890015839,98.7493135759023,0.398406374501992,1.14336545013661,0.167796610169492,3.10975609756098,70.8,-1.369,85,-0.37,-0.25,85,-3.3,83,0.462,-5.7,85,385.01,105,20,22
"289",285,"Florida International",0.31,-0.15,0.08,0,2017,370,3128843,"Alex McGough","QB","Conference USA",430,0.398,0.377,0.524,288,"Conference USA",0.186549377693932,167.707890546845,0.424916573971079,1.244647719917,3.62820512820513,69.9,1.405,0.227678447346462,204.910602611816,0.457777777777778,1.25187713277296,0.210643015521064,3.46875,68.7,-1.515,103,-0.8,-0.43,99,-10.4,102,0.615,-14,110,390.34,98,-12,-4
"290",286,"Nebraska",0.28,-0.02,0.16,-0.1,2017,302,545757,"Tanner Lee","QB","Big Ten",457,0.228,0.23,0.153,324,"Big Ten",0.0980050981425823,82.0302671453414,0.397849462365591,1.268430045467,3.56521739130435,70.5,1.383,0.261567379531627,217.885627149846,0.51140456182473,1.113478026499,0.142222222222222,4.05882352941176,69.4,-1.457,66,-0.03,-0.11,71,2.5,62,0.333,-2.1,70,693.46,29,-41,-33
"291",287,"North Texas",0.27,0.12,0.13,-0.8,2017,334,4039073,"Mason Fine","QB","Conference USA",606,0.292,0.32,0.095,330,"Conference USA",0.232900400030687,243.148017632038,0.474137931034483,1.23831792210184,3.89,66.6,1.658,0.220787807444954,225.865927016188,0.420332355816227,1.32833028624175,0.171075837742504,3.90588235294118,68.4,-1.5,93,-0.57,-0.43,96,-4.5,87,0.643,-8.3,97,351.76,115,18,28
"292",288,"Maryland",0.27,0.07,-0.02,-2.6,2017,259,4036215,"Max Bortenschlager","QB","Big Ten",302,0.001,-0.016,0.101,312,"Big Ten",0.0493208185730046,37.4345012969105,0.371541501976285,1.29975814828038,3.49253731343284,68.4,1.525,0.218300411075508,197.125271201184,0.462901439645626,1.16293927959281,0.161016949152542,4.61627906976744,67.6,-1.605,81,-0.31,-0.12,73,-4.5,86,0.333,-5.1,84,696.31,28,-56,-58
"293",289,"Minnesota",0.26,-0.09,0.14,1.4,2017,260,3728285,"Demry Croft","QB","Big Ten",201,0.019,-0.153,0.414,319,"Big Ten",0.0910915921825059,69.685068019617,0.413071895424837,1.10343020554822,2.94202898550725,69.3,1.47,0.167138165523479,126.022176804703,0.419098143236074,1.20676815838988,0.171717171717172,3.58823529411765,68.5,-1.508,63,0.03,0.05,60,0.4,72,0.417,-0.2,66,541.93,63,-3,-9
"294",290,"Ole Miss",0.25,-0.19,0.08,0.9,2017,351,4035292,"Shea Patterson","QB","SEC",303,0.332,0.358,0.075,338,"SEC",0.24103109369986,196.681372459086,0.46078431372549,1.29599624259545,3.65384615384615,69.9,1.413,0.239327513210934,217.548709508739,0.455445544554455,1.20637906503668,0.16023166023166,3.89130434782609,68.4,-1.532,46,0.43,0.03,61,11.6,26,0.5,2.1,53,794.86,18,-35,-8
"295",290,"Ole Miss",0.25,-0.19,0.08,0.9,2017,355,4242418,"Jordan Ta'amu","QB","SEC",224,0.344,0.337,0.374,338,"SEC",0.24103109369986,196.681372459086,0.46078431372549,1.29599624259545,3.65384615384615,69.9,1.413,0.239327513210934,217.548709508739,0.455445544554455,1.20637906503668,0.16023166023166,3.89130434782609,68.4,-1.532,46,0.43,0.03,61,11.6,26,0.5,2.1,53,794.86,18,-35,-8
"296",291,"Ohio State",0.24,-0.16,0.22,3.1,2017,369,545624,"J.T. Barrett","QB","Big Ten",528,0.396,0.38,0.438,334,"Big Ten",0.312818584511686,323.767234969595,0.527536231884058,1.12926305136866,4.35238095238095,70.2,1.415,0.0404066802916428,38.1843128756024,0.349206349206349,1.27474730634447,0.247787610619469,2.62025316455696,69,-1.514,2,2.17,1.18,3,30.9,2,0.857,26.9,2,955.51,2,0,0
"297",292,"Boston College",0.23,-0.04,0.11,3.8,2017,271,4035312,"Anthony Brown","QB","ACC",301,0.114,0.051,0.569,270,"ACC",0.0764583744805831,75.6173323612967,0.388270980788675,1.1577158025561,2.98850574712644,65.4,1.762,0.0864307134727854,79.9484099623265,0.388108108108108,1.23873793049937,0.180698151950719,2.9746835443038,71.6,-1.316,37,0.53,0.45,29,4.6,53,0.538,7.2,35,535.21,65,30,12
"298",293,"Florida State",0.22,-0.15,0.01,-2.4,2017,286,4240020,"James Blackman","QB","ACC",356,0.173,0.207,-0.123,289,"ACC",0.142561597592081,116.330263635138,0.439950980392157,1.12618473996137,3.04494382022472,65.2,1.745,0.0708314453654008,64.8816039547071,0.388646288209607,1.24532725466555,0.240184757505774,3.01298701298701,68.6,-1.477,15,1.19,0.42,30,22.8,9,0.538,13.3,20,924.97,5,-15,-4
"299",294,"Air Force",0.2,0.09,0.03,-6.1,2017,304,4038186,"Arion Worthman","QB","Mountain West",322,0.233,0.258,0.216,257,"Mountain West",0.235541975343675,213.165487686026,0.488397790055249,1.09569895177041,4.36111111111111,73.4,1.139,0.247660576331422,174.848366889984,0.422096317280453,1.3745919304657,0.195454545454545,3.98591549295775,67,-1.632,97,-0.77,-0.37,91,-11,104,0.417,-6.9,88,188.72,127,39,23
"300",295,"Clemson",0.2,-0.1,0.05,4.2,2017,315,3728240,"Kelly Bryant","QB","ACC",583,0.25,0.234,0.29,278,"ACC",0.223545832209531,234.723123820007,0.461904761904762,1.16112975971948,4.06818181818182,67,1.661,-0.0319795634109982,-29.2293209576523,0.335886214442013,1.12515767907181,0.226980728051392,2.41791044776119,68.7,-1.519,5,1.95,1.13,5,26.4,5,0.857,24.2,5,853.65,9,4,4
"301",296,"North Carolina",0.19,-0.14,0.09,-1.6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,"ACC",0.105092400833171,87.962339497364,0.400238948626045,1.30421299067984,3.39189189189189,67.9,1.573,0.205544357381876,184.989921643689,0.435555555555556,1.22423505672822,0.194831013916501,3.27848101265823,68.5,-1.513,64,-0.03,-0.19,80,4.3,55,0.25,0.9,62,697.54,26,-36,-29
"302",297,"Indiana",0.19,-0.04,0.1,-1.5,2017,281,4045290,"Peyton Ramsey","QB","Big Ten",296,0.154,0.236,-0.061,298,"Big Ten",0.118663476630606,113.798274088751,0.387904066736184,1.18273995855021,3.3013698630137,70.5,1.406,0.0909230122233953,75.8297921943116,0.382494004796163,1.15428306885347,0.206521739130435,3.32857142857143,69.1,-1.479,34,0.58,0.25,41,10.2,33,0.417,3.7,49,547.92,61,12,28
"303",297,"Indiana",0.19,-0.04,0.1,-1.5,2017,301,546687,"Richard Lagow","QB","Big Ten",331,0.217,0.246,-0.187,298,"Big Ten",0.118663476630606,113.798274088751,0.387904066736184,1.18273995855021,3.3013698630137,70.5,1.406,0.0909230122233953,75.8297921943116,0.382494004796163,1.15428306885347,0.206521739130435,3.32857142857143,69.1,-1.479,34,0.58,0.25,41,10.2,33,0.417,3.7,49,547.92,61,12,28
"304",298,"Ohio",0.19,-0.07,0.1,1.9,2017,376,4244688,"Nathan Rourke","QB","Mid-American",395,0.422,0.23,0.915,333,"Mid-American",0.291532469763638,237.598962857365,0.484662576687117,1.24440569998005,4.49450549450549,65.1,1.757,0.0852392420043164,72.6238341876776,0.372065727699531,1.26705293932419,0.24198250728863,3.11111111111111,65.8,-1.727,59,0.12,0.02,62,3.3,60,0.692,1.1,61,357.3,113,52,53
"305",299,"Northwestern",0.19,-0.13,0.23,1,2017,285,3116144,"Clayton Thorson","QB","Big Ten",544,0.17,0.122,0.56,331,"Big Ten",0.133853117524366,140.41192028306,0.435653002859867,1.11697489924122,3.62222222222222,70.3,1.437,0.0475258950508939,45.672385143909,0.389177939646202,1.21942934333405,0.234866828087167,2.62820512820513,68.8,-1.535,26,0.8,0.46,26,11.2,27,0.769,9.9,27,627.54,41,14,14
"306",300,"Louisville",0.18,-0.24,0.18,-3.2,2017,380,3916387,"Lamar Jackson","QB","ACC",653,0.448,0.367,0.627,309,"ACC",0.360308857820308,347.337738938777,0.49792531120332,1.35914002853719,4.04950495049505,71.7,1.278,0.154489251838546,138.885837402853,0.451612903225806,1.17217190007651,0.17319587628866,3.14634146341463,67.5,-1.587,16,1.18,0.56,19,19.2,14,0.615,13,22,641.85,36,14,22
"307",301,"Bowling Green",0.17,-0.07,0.24,0.3,2017,261,3914395,"James Morgan","QB","Mid-American",234,0.02,0.003,0.253,271,"Mid-American",0.115750112736229,98.7348461640036,0.41031652989449,1.25427678035996,3.25316455696203,69,1.477,0.302344352348338,277.552115455775,0.502178649237473,1.20090996171877,0.159615384615385,4.05494505494505,68.8,-1.496,107,-0.97,-0.65,113,-10,101,0.167,-16.3,117,410.4,94,-23,-7
"308",301,"Bowling Green",0.17,-0.07,0.24,0.3,2017,309,4244029,"Jarret Doege","QB","Mid-American",217,0.244,0.271,-0.095,271,"Mid-American",0.115750112736229,98.7348461640036,0.41031652989449,1.25427678035996,3.25316455696203,69,1.477,0.302344352348338,277.552115455775,0.502178649237473,1.20090996171877,0.159615384615385,4.05494505494505,68.8,-1.496,107,-0.97,-0.65,113,-10,101,0.167,-16.3,117,410.4,94,-23,-7
"309",302,"Auburn",0.17,-0.07,0.06,0.1,2017,335,3892775,"Jarrett Stidham","QB","SEC",463,0.292,0.295,0.27,266,"SEC",0.217363678713173,223.015134359716,0.45224171539961,1.17325793247827,3.24210526315789,68.5,1.534,0.0387629201077214,37.1736403833048,0.362877997914494,1.21802085168962,0.202040816326531,2.45569620253165,66.6,-1.618,7,1.83,1.07,6,24.7,8,0.714,21.6,9,854.15,8,-1,0
